,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,Price category,Rental availability,Host type
14927,Mitte,52.52592,13.41227,Entire home/apt,38.0,3,2,0.11,1,0,Low price,Short term,Private host
14928,Neukölln,52.4809,13.45026,Private room,32.0,2,0,,1,72,Low price,Short term,Private host
14929,Neukölln,52.46021,13.4379,Entire home/apt,35.0,5,2,0.21,1,0,Low price,Short term,Private host
14930,Charlottenburg-Wilm.,52.5274,13.30185,Private room,25.0,1,1,0.05,1,0,Low price,Short term,Private host
14931,Friedrichshain-Kreuzberg,52.50645,13.39141,Entire home/apt,70.0,5,2,0.11,1,156,Low price,Middle term,Private host
14932,Tempelhof - Schöneberg,52.49294,13.36779,Entire home/apt,70.0,3,0,,1,0,Low price,Short term,Private host
14933,Mitte,52.50332,13.36971,Private room,45.0,9,6,0.8,1,149,Low price,Middle term,Private host
14934,Friedrichshain-Kreuzberg,52.51323,13.467,Private room,25.0,1,25,1.3,1,0,Low price,Short term,Private host
14935,Friedrichshain-Kreuzberg,52.499,13.44352,Entire home/apt,68.0,2,6,0.37,1,0,Low price,Short term,Private host
14936,Mitte,52.52923,13.32445,Private room,80.0,2,1,0.05,1,89,Middle price,Short term,Private host
14937,Pankow,52.53589,13.43505,Private room,40.0,2,1,0.05,1,0,Low price,Short term,Private host
14938,Lichtenberg,52.51744,13.49774,Private room,26.0,2,13,0.83,1,254,Low price,Long term,Private host
14939,Charlottenburg-Wilm.,52.49669,13.3101,Private room,40.0,3,1,0.06,1,89,Low price,Short term,Private host
14940,Tempelhof - Schöneberg,52.48692,13.35235,Entire home/apt,110.0,3,0,,1,0,Middle price,Short term,Private host
14941,Pankow,52.54785,13.43938,Private room,32.0,2,2,0.11,1,0,Low price,Short term,Private host
14942,Friedrichshain-Kreuzberg,52.51706,13.46852,Private room,28.0,6,0,,1,0,Low price,Short term,Private host
14943,Lichtenberg,52.50421,13.50704,Entire home/apt,80.0,5,1,0.05,1,0,Middle price,Short term,Private host
14944,Pankow,52.53808,13.42631,Entire home/apt,70.0,7,1,0.05,1,167,Low price,Middle term,Private host
14945,Mitte,52.54959,13.35045,Entire home/apt,29.0,5,0,,1,73,Low price,Short term,Private host
14946,Friedrichshain-Kreuzberg,52.50889,13.47056,Entire home/apt,213.0,2,5,0.27,3,311,Middle price,Long term,Commercial host
14947,Lichtenberg,52.5072,13.49702,Entire home/apt,115.0,1,17,0.94,11,243,Middle price,Long term,Commercial host
14948,Lichtenberg,52.50527,13.49587,Entire home/apt,122.0,1,11,0.64,11,340,Middle price,Long term,Commercial host
14949,Pankow,52.53887,13.43572,Entire home/apt,70.0,2,4,0.23,1,18,Low price,Short term,Private host
14950,Charlottenburg-Wilm.,52.49601,13.29459,Entire home/apt,40.0,4,1,0.06,1,0,Low price,Short term,Private host
14951,Tempelhof - Schöneberg,52.49229,13.35002,Entire home/apt,50.0,7,1,0.05,1,0,Low price,Short term,Private host
14952,Charlottenburg-Wilm.,52.48913,13.30258,Entire home/apt,80.0,30,0,,3,173,Middle price,Middle term,Commercial host
14953,Pankow,52.54644,13.40206,Private room,30.0,1,72,3.65,1,2,Low price,Short term,Private host
14954,Neukölln,52.4749,13.42656,Entire home/apt,70.0,2,1,0.06,2,0,Low price,Short term,Private host
14955,Charlottenburg-Wilm.,52.50695,13.28452,Private room,29.0,1,28,1.48,2,85,Low price,Short term,Private host
14956,Friedrichshain-Kreuzberg,52.51043,13.45948,Private room,30.0,2,0,,1,0,Low price,Short term,Private host
14957,Neukölln,52.47365,13.42238,Entire home/apt,46.0,2,18,0.91,1,68,Low price,Short term,Private host
14958,Friedrichshain-Kreuzberg,52.48895,13.42393,Private room,35.0,2,2,0.16,1,0,Low price,Short term,Private host
14959,Friedrichshain-Kreuzberg,52.51595,13.45653,Entire home/apt,115.0,3,1,0.05,1,0,Middle price,Short term,Private host
14960,Neukölln,52.47393,13.43903,Private room,45.0,2,2,0.11,1,69,Low price,Short term,Private host
14961,Friedrichshain-Kreuzberg,52.50071,13.42924,Entire home/apt,50.0,12,1,0.09,1,0,Low price,Short term,Private host
14962,Treptow - Köpenick,52.42877,13.58041,Entire home/apt,35.0,22,2,0.21,76,352,Low price,Long term,Commercial host
14963,Pankow,52.53837,13.40863,Entire home/apt,85.0,60,0,,1,148,Middle price,Middle term,Private host
14964,Neukölln,52.49127,13.42666,Entire home/apt,50.0,14,4,0.21,1,0,Low price,Short term,Private host
14965,Mitte,52.52514,13.39934,Private room,45.0,2,12,0.66,1,0,Low price,Short term,Private host
14966,Treptow - Köpenick,52.42712,13.58064,Entire home/apt,35.0,22,2,0.22,76,327,Low price,Long term,Commercial host
14967,Neukölln,52.46608,13.42147,Private room,35.0,1,0,,1,0,Low price,Short term,Private host
14968,Neukölln,52.48611,13.44743,Private room,40.0,2,1,0.05,1,0,Low price,Short term,Private host
14969,Tempelhof - Schöneberg,52.48948,13.36475,Entire home/apt,58.0,1,0,,2,0,Low price,Short term,Private host
14970,Friedrichshain-Kreuzberg,52.5106,13.46383,Private room,42.0,5,1,0.05,1,0,Low price,Short term,Private host
14971,Friedrichshain-Kreuzberg,52.49857,13.42712,Private room,38.0,3,4,0.21,1,0,Low price,Short term,Private host
14972,Friedrichshain-Kreuzberg,52.51292,13.45457,Entire home/apt,89.0,30,0,,1,176,Middle price,Middle term,Private host
14973,Charlottenburg-Wilm.,52.47967,13.33144,Private room,39.0,1,17,0.91,1,196,Low price,Long term,Private host
14974,Lichtenberg,52.50965,13.48166,Entire home/apt,50.0,2,11,0.57,1,0,Low price,Short term,Private host
14975,Pankow,52.54578,13.43986,Entire home/apt,50.0,7,2,0.11,1,6,Low price,Short term,Private host
14976,Friedrichshain-Kreuzberg,52.49773,13.42188,Private room,30.0,3,0,,1,193,Low price,Long term,Private host
14977,Pankow,52.53077,13.40658,Entire home/apt,55.0,3,19,1.05,1,37,Low price,Short term,Private host
14978,Friedrichshain-Kreuzberg,52.49058,13.40207,Entire home/apt,65.0,7,2,0.1,1,12,Low price,Short term,Private host
14979,Treptow - Köpenick,52.42797,13.5816,Entire home/apt,32.0,22,2,0.13,76,325,Low price,Long term,Commercial host
14980,Treptow - Köpenick,52.42797,13.5816,Entire home/apt,32.0,22,2,0.12,76,325,Low price,Long term,Commercial host
14981,Mitte,52.54988,13.36442,Entire home/apt,50.0,3,3,0.17,1,0,Low price,Short term,Private host
14982,Lichtenberg,52.51544,13.48185,Private room,53.0,1,3,0.18,1,0,Low price,Short term,Private host
14983,Friedrichshain-Kreuzberg,52.50704,13.45505,Private room,30.0,1,0,,1,0,Low price,Short term,Private host
14984,Neukölln,52.43237,13.46094,Private room,45.0,1,0,,1,0,Low price,Short term,Private host
14985,Neukölln,52.48495,13.44257,Private room,27.0,7,0,,1,0,Low price,Short term,Private host
14986,Friedrichshain-Kreuzberg,52.51896,13.46322,Entire home/apt,100.0,1,2,0.11,1,0,Middle price,Short term,Private host
14987,Treptow - Köpenick,52.42797,13.5816,Entire home/apt,48.0,22,1,0.24,76,271,Low price,Long term,Commercial host
14988,Friedrichshain-Kreuzberg,52.5055,13.39188,Private room,30.0,1,9,0.46,1,0,Low price,Short term,Private host
14989,Mitte,52.54543,13.34554,Private room,28.0,5,3,3.0,1,358,Low price,Long term,Private host
14990,Mitte,52.54128,13.3592,Private room,30.0,1,2,0.1,1,0,Low price,Short term,Private host
14991,Pankow,52.55419,13.41446,Private room,48.0,4,1,0.05,1,0,Low price,Short term,Private host
14992,Pankow,52.5344,13.4255,Entire home/apt,150.0,13,2,0.1,1,0,Middle price,Short term,Private host
14993,Neukölln,52.42019,13.42569,Entire home/apt,52.0,1,11,0.57,11,338,Low price,Long term,Commercial host
14994,Friedrichshain-Kreuzberg,52.51032,13.45909,Private room,100.0,4,0,,1,89,Middle price,Short term,Private host
14995,Friedrichshain-Kreuzberg,52.48946,13.40399,Entire home/apt,84.0,3,6,1.49,1,0,Middle price,Short term,Private host
14996,Friedrichshain-Kreuzberg,52.49015,13.41076,Private room,30.0,3,2,0.12,1,0,Low price,Short term,Private host
14997,Friedrichshain-Kreuzberg,52.51721,13.45132,Private room,74.0,2,0,,1,363,Low price,Long term,Private host
14998,Friedrichshain-Kreuzberg,52.49835,13.43928,Entire home/apt,125.0,5,0,,2,71,Middle price,Short term,Private host
14999,Spandau,52.56088,13.20983,Entire home/apt,50.0,3,3,0.17,1,0,Low price,Short term,Private host
15000,Steglitz - Zehlendorf,52.46253,13.32869,Entire home/apt,102.0,2,3,0.16,1,365,Middle price,Long term,Private host
15001,Tempelhof - Schöneberg,52.48396,13.37428,Entire home/apt,49.0,4,1,0.05,2,0,Low price,Short term,Private host
15002,Mitte,52.5519,13.37036,Private room,35.0,1,7,0.36,1,0,Low price,Short term,Private host
15003,Charlottenburg-Wilm.,52.48651,13.3243,Entire home/apt,170.0,1,6,0.68,1,100,Middle price,Middle term,Private host
15004,Mitte,52.50169,13.36388,Entire home/apt,100.0,2,8,0.43,4,0,Middle price,Short term,Commercial host
15005,Mitte,52.5486,13.37999,Private room,28.0,1,0,,1,6,Low price,Short term,Private host
15006,Pankow,52.53358,13.42312,Entire home/apt,40.0,4,1,0.05,1,0,Low price,Short term,Private host
15007,Mitte,52.54805,13.34553,Private room,38.0,2,4,0.21,1,0,Low price,Short term,Private host
15008,Pankow,52.53602,13.43963,Entire home/apt,53.0,2,0,,2,9,Low price,Short term,Private host
15009,Neukölln,52.42415,13.4987,Private room,21.0,3,9,0.51,3,351,Low price,Long term,Commercial host
15010,Neukölln,52.42546,13.50049,Private room,46.0,3,1,0.06,3,359,Low price,Long term,Commercial host
15011,Mitte,52.53473,13.40235,Private room,80.0,1,12,0.62,2,0,Middle price,Short term,Private host
15012,Mitte,52.50928,13.40182,Entire home/apt,59.0,90,0,,10,162,Low price,Middle term,Commercial host
15013,Neukölln,52.48249,13.42605,Entire home/apt,49.0,1,1,0.05,1,0,Low price,Short term,Private host
15014,Friedrichshain-Kreuzberg,52.49968,13.43886,Private room,110.0,3,0,,1,0,Middle price,Short term,Private host
15015,Mitte,52.54119,13.39578,Private room,78.0,3,0,,10,347,Low price,Long term,Commercial host
15016,Pankow,52.55733,13.42869,Private room,25.0,6,2,0.1,1,0,Low price,Short term,Private host
15017,Neukölln,52.47946,13.44623,Entire home/apt,80.0,7,10,0.53,1,0,Middle price,Short term,Private host
15018,Mitte,52.53948,13.39586,Private room,28.0,2,0,,10,0,Low price,Short term,Commercial host
15019,Steglitz - Zehlendorf,52.44314,13.34022,Entire home/apt,38.0,1,1,0.06,1,0,Low price,Short term,Private host
15020,Neukölln,52.4656,13.42283,Private room,40.0,4,0,,1,364,Low price,Long term,Private host
15021,Mitte,52.55871,13.38357,Entire home/apt,60.0,2,1,0.05,1,0,Low price,Short term,Private host
15022,Mitte,52.54673,13.35604,Entire home/apt,45.0,3,0,,1,35,Low price,Short term,Private host
15023,Mitte,52.5596,13.37582,Entire home/apt,60.0,5,0,,1,0,Low price,Short term,Private host
15024,Reinickendorf,52.62368,13.30925,Entire home/apt,80.0,3,3,0.16,1,0,Middle price,Short term,Private host
15025,Charlottenburg-Wilm.,52.51308,13.3177,Entire home/apt,33.0,28,2,0.1,1,0,Low price,Short term,Private host
15026,Pankow,52.53304689361188,13.430227150456682,Entire home/apt,97.0,2,2,0.11,2,1,Middle price,Short term,Private host
15027,Mitte,52.55251,13.33932,Entire home/apt,42.0,2,3,0.16,1,0,Low price,Short term,Private host
15028,Neukölln,52.48057,13.42574,Entire home/apt,220.0,1,1,0.11,3,171,Middle price,Middle term,Commercial host
15029,Friedrichshain-Kreuzberg,52.49419,13.4349,Private room,31.0,1,27,1.39,1,0,Low price,Short term,Private host
15030,Neukölln,52.47052,13.44026,Entire home/apt,65.0,3,5,0.27,1,44,Low price,Short term,Private host
15031,Mitte,52.51728,13.33938,Private room,45.0,12,0,,1,90,Low price,Short term,Private host
15032,Neukölln,52.43512,13.43658,Entire home/apt,22.0,10,1,0.05,1,0,Low price,Short term,Private host
15033,Pankow,52.55188,13.4041,Shared room,25.0,3,1,0.05,1,0,Low price,Short term,Private host
15034,Steglitz - Zehlendorf,52.44868,13.3534,Private room,33.0,1,2,0.1,1,0,Low price,Short term,Private host
15035,Pankow,52.55872,13.41519,Entire home/apt,80.0,2,2,0.11,2,0,Middle price,Short term,Private host
15036,Charlottenburg-Wilm.,52.50931,13.31554,Entire home/apt,99.0,2,4,0.21,1,179,Middle price,Middle term,Private host
15037,Friedrichshain-Kreuzberg,52.50671,13.40499,Private room,40.0,4,0,,1,0,Low price,Short term,Private host
15038,Mitte,52.55644,13.37811,Private room,98.0,1,0,,1,88,Middle price,Short term,Private host
15039,Neukölln,52.4779,13.42258,Entire home/apt,91.0,2,13,1.05,1,25,Middle price,Short term,Private host
15040,Pankow,52.55336,13.41063,Private room,34.0,1,20,1.12,2,328,Low price,Long term,Private host
15041,Pankow,52.54815,13.42696,Private room,50.0,2,0,,1,0,Low price,Short term,Private host
15042,Charlottenburg-Wilm.,52.52139,13.28814,Entire home/apt,38.0,3,2,0.12,1,0,Low price,Short term,Private host
15043,Neukölln,52.47713,13.42365,Entire home/apt,80.0,4,0,,2,0,Middle price,Short term,Private host
15044,Mitte,52.52427,13.39108,Private room,82.0,1,26,1.95,9,258,Middle price,Long term,Commercial host
15045,Friedrichshain-Kreuzberg,52.51859,13.4633,Entire home/apt,45.0,3,7,0.37,1,0,Low price,Short term,Private host
15046,Mitte,52.5578,13.39342,Private room,40.0,1,0,,1,0,Low price,Short term,Private host
15047,Friedrichshain-Kreuzberg,52.51461,13.45575,Private room,49.0,1,1,0.05,2,0,Low price,Short term,Private host
15048,Lichtenberg,52.52161,13.4751,Private room,41.0,2,13,0.69,1,26,Low price,Short term,Private host
15049,Pankow,52.53129,13.43522,Entire home/apt,80.0,3,0,,1,1,Middle price,Short term,Private host
15050,Mitte,52.51001,13.3928,Private room,50.0,3,2,0.12,3,5,Low price,Short term,Commercial host
15051,Neukölln,52.47752,13.44312,Entire home/apt,40.0,2,9,0.48,1,0,Low price,Short term,Private host
15052,Pankow,52.53509,13.43115,Entire home/apt,100.0,2,7,0.62,1,129,Middle price,Middle term,Private host
15053,Treptow - Köpenick,52.49013,13.45538,Private room,15.0,3,2,0.11,1,0,Low price,Short term,Private host
15054,Friedrichshain-Kreuzberg,52.5041,13.44978,Entire home/apt,57.0,3,10,0.55,1,24,Low price,Short term,Private host
15055,Lichtenberg,52.49958,13.50767,Entire home/apt,79.0,1,3,0.21,1,285,Low price,Long term,Private host
15056,Friedrichshain-Kreuzberg,52.50686,13.46658,Entire home/apt,100.0,3,12,0.64,20,326,Middle price,Long term,Commercial host
15057,Mitte,52.53991,13.39756,Entire home/apt,75.0,5,0,,1,0,Low price,Short term,Private host
15058,Friedrichshain-Kreuzberg,52.50861,13.4665,Entire home/apt,96.0,1,21,1.12,20,60,Middle price,Short term,Commercial host
15059,Treptow - Köpenick,52.4624,13.58226,Private room,21.0,1,7,0.37,1,0,Low price,Short term,Private host
15060,Friedrichshain-Kreuzberg,52.50682,13.46753,Entire home/apt,95.0,2,7,0.39,20,345,Middle price,Long term,Commercial host
15061,Friedrichshain-Kreuzberg,52.50679,13.46797,Entire home/apt,88.0,2,8,0.49,20,351,Middle price,Long term,Commercial host
15062,Friedrichshain-Kreuzberg,52.5081,13.46593,Entire home/apt,99.0,2,5,0.29,20,346,Middle price,Long term,Commercial host
15063,Friedrichshain-Kreuzberg,52.50892,13.46614,Entire home/apt,112.0,2,13,0.71,20,66,Middle price,Short term,Commercial host
15064,Friedrichshain-Kreuzberg,52.50855,13.47021,Entire home/apt,213.0,2,3,0.16,3,43,Middle price,Short term,Commercial host
15065,Pankow,52.54048,13.44679,Shared room,20.0,1,0,,1,179,Low price,Middle term,Private host
15066,Treptow - Köpenick,52.46715,13.48701,Entire home/apt,55.0,4,0,,1,0,Low price,Short term,Private host
15067,Charlottenburg-Wilm.,52.48935,13.27769,Private room,72.0,1,0,,1,180,Low price,Middle term,Private host
15068,Pankow,52.52935,13.42444,Private room,41.0,1,41,2.15,3,64,Low price,Short term,Commercial host
15069,Pankow,52.53187,13.41871,Private room,41.0,1,16,0.92,4,273,Low price,Long term,Commercial host
15070,Friedrichshain-Kreuzberg,52.52761,13.42591,Private room,39.0,1,47,2.43,3,69,Low price,Short term,Commercial host
15071,Friedrichshain-Kreuzberg,52.52736,13.42563,Private room,35.0,1,47,2.54,3,66,Low price,Short term,Commercial host
15072,Treptow - Köpenick,52.42847,13.58236,Entire home/apt,54.0,22,3,0.72,76,311,Low price,Long term,Commercial host
15073,Treptow - Köpenick,52.42797,13.5816,Entire home/apt,35.0,22,4,0.47,76,318,Low price,Long term,Commercial host
15074,Treptow - Köpenick,52.42797,13.5816,Entire home/apt,35.0,22,2,0.16,76,349,Low price,Long term,Commercial host
15075,Treptow - Köpenick,52.42797,13.5816,Entire home/apt,35.0,22,7,0.37,76,316,Low price,Long term,Commercial host
15076,Treptow - Köpenick,52.42797,13.5816,Entire home/apt,32.0,22,0,,76,346,Low price,Long term,Commercial host
15077,Treptow - Köpenick,52.42797,13.5816,Entire home/apt,32.0,22,3,1.8,76,349,Low price,Long term,Commercial host
15078,Treptow - Köpenick,52.42761,13.58266,Entire home/apt,35.0,22,3,0.18,76,324,Low price,Long term,Commercial host
15079,Reinickendorf,52.57368,13.30651,Private room,35.0,2,23,1.27,3,0,Low price,Short term,Commercial host
15080,Treptow - Köpenick,52.42759,13.58063,Entire home/apt,35.0,22,3,0.55,76,347,Low price,Long term,Commercial host
15081,Treptow - Köpenick,52.42797,13.5816,Entire home/apt,39.0,22,2,2.0,76,330,Low price,Long term,Commercial host
15082,Mitte,52.52336,13.39912,Private room,30.0,2,1,0.05,1,0,Low price,Short term,Private host
15083,Pankow,52.55296,13.41282,Private room,35.0,4,0,,1,0,Low price,Short term,Private host
15084,Neukölln,52.48804,13.43143,Entire home/apt,39.0,15,0,,2,0,Low price,Short term,Private host
15085,Friedrichshain-Kreuzberg,52.50855,13.46883,Entire home/apt,400.0,3,1,0.06,3,340,High price,Long term,Commercial host
15086,Pankow,52.54822,13.42886,Private room,50.0,1,0,,1,0,Low price,Short term,Private host
15087,Mitte,52.55822,13.34092,Private room,30.0,3,0,,1,0,Low price,Short term,Private host
15088,Mitte,52.53482,13.40679,Entire home/apt,50.0,1,13,0.72,1,0,Low price,Short term,Private host
15089,Friedrichshain-Kreuzberg,52.49603,13.41024,Entire home/apt,129.0,3,0,,1,0,Middle price,Short term,Private host
15090,Mitte,52.53453,13.39809,Entire home/apt,60.0,3,14,0.75,1,0,Low price,Short term,Private host
15091,Friedrichshain-Kreuzberg,52.49513,13.4421,Entire home/apt,137.0,7,14,0.86,1,1,Middle price,Short term,Private host
15092,Neukölln,52.47638,13.43242,Entire home/apt,70.0,3,1,0.09,1,178,Low price,Middle term,Private host
15093,Pankow,52.52834,13.41238,Private room,50.0,1,1,0.05,2,269,Low price,Long term,Private host
15094,Treptow - Köpenick,52.3966,13.58804,Entire home/apt,99.0,186,0,,2,0,Middle price,Short term,Private host
15095,Tempelhof - Schöneberg,52.45666,13.38335,Entire home/apt,190.0,10,0,,2,0,Middle price,Short term,Private host
15096,Treptow - Köpenick,52.45413,13.50126,Entire home/apt,40.0,125,0,,1,0,Low price,Short term,Private host
15097,Mitte,52.55144,13.35661,Shared room,9.0,1,20,1.06,1,0,Low price,Short term,Private host
15098,Charlottenburg-Wilm.,52.49026,13.33383,Private room,35.0,2,0,,1,0,Low price,Short term,Private host
15099,Mitte,52.54885,13.39729,Entire home/apt,860.0,100,0,,1,180,High price,Middle term,Private host
15100,Marzahn - Hellersdorf,52.55006,13.56091,Private room,40.0,30,0,,1,90,Low price,Short term,Private host
15101,Pankow,52.54779,13.40327,Entire home/apt,62.0,3,4,0.21,1,0,Low price,Short term,Private host
15102,Reinickendorf,52.56533,13.33104,Private room,25.0,1,2,0.11,1,351,Low price,Long term,Private host
15103,Lichtenberg,52.50432,13.4915,Entire home/apt,45.0,6,2,2.0,1,1,Low price,Short term,Private host
